Year,Regionname,Rooms,Distance,Propertycount,SellerG,Price
2018,Western Metropolitan,3,5.1,7570.0,Sweeney,760000.0
2018,Northern Victoria,3,45.9,3376.0,Raine,616000.0
2018,Northern Victoria,3,45.9,3376.0,Raine,535000.0
2018,Northern Victoria,3,45.9,3376.0,Raine,550000.0
2018,Western Metropolitan,3,12.9,3285.0,Barry,620000.0
2018,Western Metropolitan,6,12.9,3285.0,Barry,
2018,Western Metropolitan,3,12.9,3285.0,Barry,730000.0
2018,Northern Metropolitan,3,11.2,8870.0,Stockdale,765000.0
2018,Northern Metropolitan,2,11.2,8870.0,Stockdale,530000.0
2018,Northern Metropolitan,2,11.2,8870.0,Brad,637000.0
2018,Northern Metropolitan,2,11.2,8870.0,RW,628000.0
2018,Northern Metropolitan,2,11.2,8870.0,Jellis,1245000.0
2018,Northern Metropolitan,3,11.2,8870.0,Stockdale,
2018,Northern Metropolitan,3,11.2,8870.0,Nelson,885000.0
2018,Northern Metropolitan,3,11.2,8870.0,Barry,635000.0
2018,Northern Metropolitan,4,11.2,8870.0,Barry,801000.0
2018,Northern Metropolitan,3,11.2,8870.0,Stockdale,554000.0
2018,Northern Metropolitan,2,11.2,8870.0,Stockdale,900000.0
2018,Western Metropolitan,3,12.9,1071.0,Nelson,790000.0
2018,Western Metropolitan,3,12.9,1071.0,Nelson,700000.0
2018,Western Metropolitan,4,12.9,1071.0,Nelson,1260000.0
2018,Northern Metropolitan,3,16.1,8524.0,Morrison,1002000.0
2018,Northern Metropolitan,3,16.1,8524.0,Darren,759000.0
2018,Northern Metropolitan,3,16.1,8524.0,Buckingham,835000.0
2018,Northern Metropolitan,3,16.1,8524.0,Darren,920000.0
2018,Northern Metropolitan,3,16.1,8524.0,Morrison,876000.0
2018,Northern Metropolitan,4,16.1,8524.0,Jellis,1215000.0
2018,Northern Metropolitan,3,16.1,8524.0,Morrison,760000.0
2018,Northern Metropolitan,3,16.1,8524.0,Buckingham,838000.0
2018,Northern Metropolitan,3,16.1,8524.0,Buckingham,635000.0
2018,Northern Metropolitan,4,20.4,4864.0,Barry,750000.0
2018,Northern Metropolitan,3,20.4,4864.0,Barry,671000.0
2018,Northern Metropolitan,6,20.4,4864.0,Jason,1515000.0
2018,Northern Metropolitan,3,20.4,4864.0,Barry,660000.0
2018,Northern Metropolitan,4,20.4,4864.0,Barry,690000.0
2018,Northern Metropolitan,4,20.4,4864.0,LJ,679000.0
2018,Northern Metropolitan,4,20.4,4864.0,Barry,
2018,Northern Metropolitan,3,11.2,2606.0,Stockdale,911000.0
2018,Northern Metropolitan,3,11.2,2606.0,Nelson,772500.0
2018,Western Metropolitan,4,18.0,5556.0,Barry,
2018,Western Metropolitan,4,18.0,5556.0,Barry,666000.0
2018,Western Metropolitan,6,18.0,5556.0,Prof.,830000.0
2018,Western Metropolitan,5,18.0,5556.0,Barry,
2018,Western Metropolitan,5,18.0,5556.0,Prof.,700000.0
2018,Western Metropolitan,4,18.0,5556.0,Barry,855000.0
2018,Western Metropolitan,4,18.0,5556.0,Barry,1405000.0
2018,Western Metropolitan,3,18.4,13830.0,hockingstuart,596000.0
2018,Western Metropolitan,3,18.4,13830.0,Triwest,
2018,Western Metropolitan,3,18.4,13830.0,LJ,505000.0
2018,Western Metropolitan,3,18.4,13830.0,hockingstuart,586000.0
2018,Western Metropolitan,3,18.4,13830.0,Greg,525000.0
2018,Western Metropolitan,3,18.4,13830.0,Greg,580000.0
2018,Western Metropolitan,5,18.4,13830.0,S&L,
2018,Western Metropolitan,4,18.4,13830.0,Barry,660000.0
2018,Northern Metropolitan,2,14.0,851.0,Barry,
2018,Northern Metropolitan,3,14.0,851.0,YPA,455000.0
2018,Western Metropolitan,5,14.5,2339.0,Nelson,
2018,Western Metropolitan,3,15.5,3656.0,Barry,670000.0
2018,Western Metropolitan,3,15.5,3656.0,Prof.,635000.0
2018,Western Metropolitan,4,15.5,3656.0,Calder,685000.0
2018,Western Metropolitan,6,11.7,5629.0,Nelson,1130000.0
2018,Western Metropolitan,2,11.7,5629.0,Nelson,580000.0
2018,Western Metropolitan,4,11.7,5629.0,Moonee,975000.0
2018,Western Metropolitan,2,11.7,5629.0,Nelson,740000.0
2018,Western Metropolitan,3,11.7,5629.0,Barry,780000.0
2018,Western Metropolitan,4,15.5,570.0,Alexkarbon,
2018,Western Metropolitan,5,10.4,1119.0,Nelson,550000.0
2018,Northern Metropolitan,2,3.4,5263.0,Jellis,520000.0
2018,Northern Metropolitan,2,3.4,5263.0,Brad,
2018,Northern Metropolitan,3,3.4,5263.0,Barry,
2018,Western Metropolitan,4,14.0,2878.0,Barry,665000.0
2018,Western Metropolitan,5,14.0,2878.0,Barry,675000.0
2018,Western Metropolitan,4,14.0,2878.0,Barry,
2018,Northern Metropolitan,3,12.1,1414.0,Barry,702500.0
2018,Western Metropolitan,3,6.4,1808.0,Jas,1210000.0
2018,Western Metropolitan,3,6.4,1808.0,McGrath,1250000.0
2018,Northern Victoria,4,31.7,3553.0,Raine,439000.0
2018,Northern Victoria,3,31.7,3553.0,PRDNationwide,381000.0
2018,Northern Metropolitan,3,16.3,8279.0,HAR,
2018,Northern Metropolitan,3,16.3,8279.0,Barry,707000.0
2018,Northern Metropolitan,3,16.3,8279.0,Ray,640000.0
2018,Northern Metropolitan,3,16.3,8279.0,Iconek,700000.0
2018,Northern Metropolitan,4,16.3,8279.0,HAR,600000.0
2018,Northern Metropolitan,3,16.3,8279.0,HAR,665000.0
2018,Western Metropolitan,3,15.5,2004.0,hockingstuart,
2018,Northern Metropolitan,3,12.7,4168.0,Miles,471000.0
2018,Northern Metropolitan,2,12.7,4168.0,Ray,690000.0
2018,Northern Metropolitan,3,12.7,4168.0,Ray,695000.0
2018,Western Metropolitan,2,6.4,3873.0,Biggin,
2018,Western Metropolitan,2,6.4,3873.0,Pagan,420000.0
2018,Western Metropolitan,3,6.4,3873.0,Sweeney,895000.0
2018,Western Metropolitan,3,6.4,3873.0,Biggin,670000.0
2018,Western Metropolitan,3,6.4,3873.0,Jas,825000.0
2018,Western Metropolitan,2,4.3,4918.0,Sweeney,1250000.0
2018,Western Metropolitan,3,4.3,4918.0,Brad,
2018,Western Metropolitan,2,4.3,4918.0,Nelson,540000.0
2018,Western Metropolitan,3,4.3,4918.0,Raine,625000.0
2018,Northern Metropolitan,3,17.4,4704.0,Barry,
2018,Northern Metropolitan,1,0.0,17496.0,Pagan,
2018,Northern Metropolitan,2,0.0,17496.0,MICM,750000.0
2018,Northern Metropolitan,2,0.0,17496.0,Purplebricks,
2018,Northern Metropolitan,2,0.0,17496.0,MICM,1000000.0
2018,Northern Metropolitan,3,0.0,17496.0,Gary,1825000.0
2018,Western Victoria,3,31.7,3600.0,Raine,
2018,Western Victoria,3,31.7,3600.0,Biggin,400000.0
2018,Western Victoria,2,29.8,4718.0,Raine,290000.0
2018,Western Victoria,3,29.8,4718.0,FN,361000.0
2018,Northern Victoria,3,31.7,6065.0,FN,518000.0
2018,Northern Victoria,3,31.7,6065.0,PRDNationwide,400000.0
2018,Northern Metropolitan,4,25.9,5812.0,RW,598000.0
2018,Northern Metropolitan,4,25.9,5812.0,RW,518000.0
2018,Northern Metropolitan,4,25.9,5812.0,Morrison,900000.0
2018,Northern Metropolitan,3,25.9,5812.0,LJ,482500.0
2018,Northern Metropolitan,3,25.9,5812.0,Ray,572500.0
2018,Northern Metropolitan,3,25.9,5812.0,Stockdale,580058.0
2018,Northern Metropolitan,4,25.9,5812.0,Love,745500.0
2018,Northern Metropolitan,4,25.9,5812.0,Barry,662000.0
2018,Northern Metropolitan,3,25.9,5812.0,RW,595000.0
2018,Northern Metropolitan,5,20.6,1158.0,Barry,1500000.0
2018,Northern Metropolitan,4,17.9,10529.0,The,
2018,Northern Metropolitan,3,17.9,10529.0,Love,700000.0
2018,Northern Metropolitan,3,17.9,10529.0,HAR,637500.0
2018,Northern Metropolitan,4,17.9,10529.0,HAR,751000.0
2018,Northern Metropolitan,3,17.9,10529.0,RW,699000.0
2018,Northern Metropolitan,2,17.9,10529.0,Barry,485000.0
2018,Northern Metropolitan,3,17.9,10529.0,Love,410000.0
2018,Northern Metropolitan,3,17.9,10529.0,Barry,551500.0
2018,Northern Metropolitan,3,17.9,10529.0,HAR,
2018,Northern Metropolitan,4,17.9,10529.0,Ray,700500.0
2018,Northern Metropolitan,3,17.9,10529.0,Love,622000.0
2018,Northern Metropolitan,4,17.9,10529.0,Millership,740000.0
2018,Western Metropolitan,2,6.2,6232.0,Hodges,
2018,Western Metropolitan,2,6.2,6232.0,Pagan,715000.0
2018,Western Metropolitan,3,6.2,6232.0,Jellis,1490000.0
2018,Northern Victoria,3,48.1,849.0,Raine,625000.0
2018,Western Metropolitan,4,6.2,5498.0,Ray,1090000.0
2018,Western Metropolitan,2,6.2,5498.0,Jas,660000.0
2018,Western Metropolitan,5,6.2,5498.0,Jas,1180000.0
2018,Western Metropolitan,4,10.4,2291.0,Nelson,1050000.0
2018,Northern Metropolitan,3,5.3,11364.0,Nelson,1575000.0
2018,Northern Metropolitan,3,5.3,11364.0,Jellis,1585000.0
2018,Northern Metropolitan,4,5.3,11364.0,FN,1650000.0
2018,Northern Metropolitan,4,5.3,11364.0,McGrath,1420000.0
2018,Northern Metropolitan,4,5.3,11364.0,Nelson,
2018,Northern Metropolitan,2,5.3,11364.0,McGrath,1315000.0
2018,Northern Metropolitan,3,5.3,11364.0,Thomas,1120000.0
2018,Northern Metropolitan,2,5.3,11364.0,Nelson,675500.0
2018,Northern Metropolitan,2,5.3,11364.0,Nelson,1100000.0
2018,Northern Metropolitan,5,5.3,11364.0,Jellis,2525000.0
2018,Northern Metropolitan,2,11.2,2651.0,Brad,580000.0
2018,Northern Metropolitan,2,8.5,7485.0,Brad,520000.0
2018,Northern Metropolitan,2,8.5,7485.0,Nelson,800000.0
2018,Northern Metropolitan,3,8.5,7485.0,Barry,690000.0
2018,Northern Metropolitan,3,8.5,7485.0,Nelson,826000.0
2018,Northern Metropolitan,3,8.5,7485.0,Nelson,
2018,Northern Metropolitan,2,8.5,7485.0,Brad,585000.0
2018,Northern Metropolitan,4,8.5,7485.0,Nelson,1015000.0
2018,Western Metropolitan,3,23.8,1490.0,Daniel,464000.0
2018,Western Metropolitan,3,14.7,15542.0,hockingstuart,670000.0
2018,Western Metropolitan,4,14.7,15542.0,Point,650000.0
2018,Western Metropolitan,4,14.7,15542.0,Barry,
2018,Western Metropolitan,4,14.7,15542.0,hockingstuart,
2018,Western Metropolitan,4,14.7,15542.0,hockingstuart,690000.0
2018,Northern Metropolitan,2,8.4,14577.0,Ray,
2018,Northern Metropolitan,3,8.4,14577.0,Nelson,1185000.0
2018,Northern Metropolitan,2,8.4,14577.0,hockingstuart,723000.0
2018,Northern Metropolitan,3,8.4,14577.0,RW,985000.0
2018,Northern Metropolitan,4,8.4,14577.0,McGrath,
2018,Northern Metropolitan,3,8.4,14577.0,hockingstuart,760000.0
2018,Northern Metropolitan,4,8.4,14577.0,Nelson,930000.0
2018,Northern Metropolitan,4,8.4,14577.0,Love,1950000.0
2018,Northern Metropolitan,4,8.4,14577.0,Stockdale,800000.0
2018,Northern Metropolitan,5,8.4,14577.0,Nelson,1455000.0
2018,Northern Metropolitan,3,8.4,14577.0,Purplebricks,
2018,Northern Metropolitan,3,3.5,1008.0,Nelson,1575000.0
2018,Northern Metropolitan,3,12.0,21650.0,Ray,600000.0
2018,Northern Metropolitan,2,12.0,21650.0,Barry,562000.0
2018,Northern Metropolitan,3,12.0,21650.0,Nelson,900000.0
2018,Northern Metropolitan,3,12.0,21650.0,Spencer,
2018,Northern Metropolitan,3,12.0,21650.0,Ray,700500.0
2018,Northern Metropolitan,3,12.0,21650.0,Barry,560000.0
2018,Northern Metropolitan,1,12.0,21650.0,Barry,455000.0
2018,Northern Metropolitan,4,12.0,21650.0,RW,845000.0
2018,Northern Metropolitan,3,12.0,21650.0,hockingstuart,810000.0
2018,Northern Metropolitan,3,12.0,21650.0,Barry,920000.0
2018,Northern Metropolitan,3,12.0,21650.0,Barry,865000.0
2018,Northern Metropolitan,3,12.0,21650.0,Ray,585000.0
2018,Northern Metropolitan,3,12.0,21650.0,Nelson,770000.0
2018,Northern Metropolitan,4,12.0,21650.0,Ray,
2018,Northern Metropolitan,3,12.0,21650.0,McGrath,775000.0
2018,Northern Metropolitan,2,12.0,21650.0,Nelson,600000.0
2018,Northern Metropolitan,3,12.0,21650.0,RW,669000.0
2018,Northern Metropolitan,4,12.0,21650.0,Nelson,890000.0
2018,Northern Metropolitan,2,12.0,21650.0,Barry,698000.0
2018,Northern Metropolitan,2,2.4,14949.0,hockingstuart,1000000.0
2018,Northern Metropolitan,2,2.4,14949.0,hockingstuart,550000.0
2018,Northern Metropolitan,3,2.4,14949.0,Nelson,1490000.0
2018,Northern Metropolitan,3,2.4,14949.0,Jellis,1182000.0
2018,Northern Metropolitan,3,2.4,14949.0,Biggin,1700000.0
2018,Northern Metropolitan,3,2.4,14949.0,Collins,1710000.0
2018,Northern Metropolitan,2,2.4,14949.0,Nelson,1145000.0
2018,Northern Metropolitan,3,2.4,14949.0,Biggin,1000000.0
2018,Northern Metropolitan,1,2.4,14949.0,Marshall,530000.0
2018,Northern Metropolitan,3,2.4,14949.0,Biggin,
2018,Northern Victoria,4,47.4,1475.0,Raine,765000.0
2018,Northern Metropolitan,4,20.6,5833.0,RW,
2018,Northern Metropolitan,4,20.6,5833.0,YPA,630000.0
2018,Western Metropolitan,3,11.0,852.0,Barlow,1410000.0
2018,Western Metropolitan,2,5.1,2417.0,Sweeney,435000.0
2018,Northern Metropolitan,4,20.5,7969.0,Millership,676000.0
2018,Northern Metropolitan,3,20.5,7969.0,RW,500000.0
2018,Northern Metropolitan,4,20.5,7969.0,RW,711000.0
2018,Northern Metropolitan,3,20.5,7969.0,Millership,616000.0
2018,Northern Metropolitan,4,20.5,7969.0,Millership,697000.0
2018,Northern Metropolitan,2,20.5,7969.0,HAR,412500.0
2018,Western Metropolitan,4,6.2,1223.0,Sweeney,1060000.0
2018,Western Metropolitan,3,14.0,14042.0,Calder,505000.0
2018,Western Metropolitan,3,14.0,14042.0,Barry,
2018,Western Metropolitan,3,14.0,14042.0,Barry,650000.0
2018,Western Metropolitan,2,8.2,3284.0,Brad,850000.0
2018,Western Metropolitan,3,8.2,3284.0,Nelson,900000.0
2018,Western Metropolitan,3,31.7,14092.0,Leeburn,496000.0
2018,Western Metropolitan,3,31.7,14092.0,Barry,499500.0
2018,Western Metropolitan,3,31.7,14092.0,Leeburn,460000.0
2018,Western Metropolitan,4,31.7,14092.0,Brad,450000.0
2018,Western Metropolitan,3,31.7,14092.0,Barry,516500.0
2018,Western Metropolitan,4,31.7,14092.0,Raine,580000.0
2018,Western Metropolitan,2,31.7,14092.0,Barry,400000.0
2018,Western Metropolitan,4,31.7,14092.0,Brad,590000.0
2018,Western Metropolitan,3,31.7,14092.0,YPA,
2018,Western Metropolitan,4,10.5,3755.0,Jas,1155500.0
2018,Western Metropolitan,3,10.5,4217.0,Douglas,697000.0
2018,Western Metropolitan,4,10.5,4217.0,Biggin,690000.0
2018,Western Metropolitan,3,10.5,4217.0,Bells,690000.0
2018,Western Metropolitan,5,10.5,6763.0,Douglas,990000.0
2018,Western Metropolitan,3,10.5,6763.0,Barry,555000.0
2018,Western Metropolitan,4,10.5,6763.0,Barry,753000.0
2018,Western Metropolitan,3,10.5,6763.0,Bells,680000.0
2018,Western Metropolitan,3,10.5,6763.0,Barry,550000.0
2018,Western Metropolitan,4,10.5,6763.0,Bells,560000.0
2018,Western Metropolitan,4,10.5,6763.0,GL,685000.0
2018,Western Metropolitan,2,18.0,3640.0,Prof.,395000.0
2018,Western Metropolitan,2,18.0,3640.0,Prof.,400000.0
2018,Western Metropolitan,6,18.0,3640.0,Barry,700000.0
2018,Western Metropolitan,3,18.0,3640.0,Brad,601000.0
2018,Western Metropolitan,3,18.0,3640.0,Barry,495000.0
2018,Western Metropolitan,3,18.4,10160.0,Benlor,405000.0
2018,Western Metropolitan,4,18.4,10160.0,S&L,527500.0
2018,Western Metropolitan,3,18.4,10160.0,hockingstuart,420000.0
2018,Western Metropolitan,4,18.0,4242.0,Barry,830000.0
2018,Western Metropolitan,4,18.0,4242.0,YPA,660000.0
2018,Western Metropolitan,4,15.5,5336.0,Barry,720000.0
2018,Western Metropolitan,4,15.5,5336.0,Barry,
2018,Western Metropolitan,4,15.5,5336.0,YPA,770000.0
2018,Northern Metropolitan,3,15.3,7955.0,LJH,
2018,Northern Metropolitan,3,15.3,7955.0,Ray,860000.0
2018,Northern Metropolitan,2,15.3,7955.0,HAR,261500.0
2018,Northern Metropolitan,3,15.3,7955.0,Barry,625000.0
2018,Northern Metropolitan,3,15.3,7955.0,Ray,925000.0
2018,Northern Metropolitan,4,15.3,7955.0,Barry,
2018,Northern Metropolitan,2,7.0,8870.0,Love,500000.0
2018,Northern Metropolitan,4,7.0,8870.0,McGrath,1965000.0
2018,Northern Metropolitan,2,7.0,8870.0,Jellis,
2018,Northern Metropolitan,3,7.0,8870.0,Jellis,920000.0
2018,Northern Metropolitan,3,7.0,8870.0,Woodards,950500.0
2018,Northern Metropolitan,3,7.0,8870.0,Woodards,1455000.0
2018,Western Metropolitan,2,12.9,3296.0,Barry,470000.0
2018,Western Metropolitan,3,12.9,3296.0,Barry,732000.0
2018,Western Metropolitan,4,12.9,3296.0,Barry,780000.0
2018,Northern Victoria,5,44.2,3988.0,Ray,600000.0
2018,Northern Victoria,3,44.2,3988.0,Ray,390000.0
2018,Northern Victoria,4,44.2,3988.0,Barry,590000.0
2018,Northern Metropolitan,3,14.5,1442.0,Barry,
2018,Northern Metropolitan,4,14.5,1442.0,Barry,760000.0
2018,Northern Metropolitan,4,14.5,1442.0,Ray,
2018,Northern Metropolitan,3,14.5,1442.0,Barry,700000.0
2018,Northern Victoria,4,23.6,642.0,Mason,835000.0
2018,Western Metropolitan,4,14.7,16166.0,hockingstuart,691000.0
2018,Western Metropolitan,3,14.7,16166.0,Ray,
2018,Western Metropolitan,3,14.7,16166.0,Barry,420000.0
2018,Western Metropolitan,2,14.7,16166.0,Greg,566000.0
2018,Western Metropolitan,4,14.7,16166.0,Burns,552000.0
2018,Western Metropolitan,2,14.7,16166.0,Ray,341000.0
2018,Western Metropolitan,3,14.7,16166.0,Barry,501000.0
2018,Western Metropolitan,2,6.4,5058.0,Jas,775000.0
2018,Western Metropolitan,2,6.4,5058.0,Jas,790000.0
2018,Western Metropolitan,2,6.4,5058.0,Sweeney,1300000.0
2018,Western Metropolitan,4,17.6,1999.0,hockingstuart,785000.0
2018,Western Metropolitan,2,6.8,6380.0,Williams,1115000.0
2018,Western Metropolitan,2,6.8,6380.0,RT,570000.0
2018,Western Metropolitan,3,6.8,6380.0,Raine,870000.0
2018,Western Metropolitan,3,6.8,6380.0,S&L,2400000.0
2018,Western Metropolitan,4,6.8,6380.0,Greg,
2018,Northern Metropolitan,3,25.5,2940.0,HAR,640000.0
2018,Northern Metropolitan,4,25.5,2940.0,Stockdale,520600.0
2018,Western Metropolitan,3,27.2,5262.0,hockingstuart,410000.0
2018,Western Metropolitan,3,27.2,5262.0,Barry,400000.0
2018,Western Metropolitan,5,27.2,5262.0,Greg,
