userId,movieId,rating,timestamp,title
1,858,4.0,835355493,GoldenEye
1,2270,5.0,835355681,Sense and Sensibility
1,1236,5.0,835355604,Clueless
1,64,4.0,835355552,Se7en
1,227,4.0,835355586,The Usual Suspects
1,3744,3.0,835356031,Mighty Aphrodite
1,4156,3.0,835355749,Mr. Holland's Opus
1,218,4.0,835355532,Braveheart
1,7176,3.0,835356016,The Brothers McMullen
1,602,5.0,835355395,Apollo 13
1,3039,4.0,835355681,Little Women
1,659,4.0,835355441,Batman Forever
1,447,3.0,835355441,Die Hard: With a Vengeance
1,2479,3.0,835355710,First Knight
1,2297,3.0,835355511,The Net
1,3449,3.0,835355664,Nine Months
1,1004,3.0,835355511,Waterworld
1,6711,5.0,835355840,Circle of Friends
1,1297,1.0,835355749,Clerks
1,3078,3.0,835355552,Disclosure
1,1515,3.0,835355664,Ed Wood
1,7631,3.0,835355896,Houseguest
1,1802,3.0,835355493,Crimson Tide
1,2145,2.0,835355828,In the Line of Fire
1,4787,4.0,835355790,The Englishman Who Went Up a Hill But Came Down a Mountain
1,146,5.0,835355697,Terminator 2: Judgment Day
1,798,3.0,835355932,The Aristocats
1,129,3.0,835355511,The Silence of the Lambs
1,98,4.0,835355643,Jurassic Park
1,430,5.0,835355395,Batman
1,941,5.0,835355395,Dances with Wolves
1,208,3.0,835355441,Aladdin
1,742,3.0,835355779,Ghost
1,358,3.0,835355790,Home Alone
1,4708,5.0,835355817,The Brady Bunch Movie
1,3059,3.0,835355860,The Three Musketeers
1,2216,4.0,835356141,James and the Giant Peach
1,5509,3.0,835356109,Threesome
1,433,5.0,835355767,The Nightmare Before Christmas
1,1368,3.0,835355918,Last Action Hero
1,6675,4.0,835356199,Sirens
1,3265,3.0,835355880,Much Ado About Nothing
1,139,4.0,835355731,Schindler's List
1,3110,4.0,835355817,The Remains of the Day
1,601,4.0,835355731,Mrs. Doubtfire
1,1002,4.0,835355860,Philadelphia
1,1529,3.0,835355767,Sleepless in Seattle
1,2617,4.0,835355719,The Piano
2,3240,4.0,1298861753,Happiness
2,348,5.0,1298863174,Requiem for a Dream
2,4162,3.5,1298861796,Summer of Sam
2,1131,3.0,1298862710,Big Daddy
2,23,4.5,1298923236,Titanic
2,780,4.0,1298863143,Fear and Loathing in Las Vegas
2,90,4.0,1298921862,Saving Private Ryan
2,2061,3.0,1298861789,Pet Sematary
2,1884,4.0,1298861633,Frequency
2,84,3.0,1298923266,Spider-Man
2,214,4.0,1298921825,American Beauty
2,50,3.0,1298922080,Finding Nemo
2,20,2.5,1298921787,The Lord of the Rings: The Return of the King
2,190,3.0,1298922065,Eternal Sunshine of the Spotless Mind
2,140,3.0,1298932766,Spider-Man 2
2,131,3.5,1298922089,Men in Black
2,7182,3.5,1298862555,Is It Fall Yet?
2,127,3.5,1298932740,V for Vendetta
2,1732,4.5,1298862361,Flags of Our Fathers
2,1674,4.5,1298862467,Letters from Iwo Jima
2,1,3.0,1298922071,The Dark Knight
2,8297,4.0,1298922130,The White Stripes: Under Great White Northern Lights
2,1896,3.5,1298862672,Bowling for Columbine
2,218,4.0,1298922049,Braveheart
2,19,5.0,1298862121,The Shawshank Redemption
2,2578,3.0,1298861605,Fried Green Tomatoes
2,529,2.5,1298923242,Speed
2,139,3.0,1298862528,Schindler's List
2,236,3.5,1298922057,The Sixth Sense
2,8,5.0,1298862874,Fight Club
2,21,5.0,1298862167,Forrest Gump
2,208,3.0,1298922100,Aladdin
2,17,4.5,1298862418,Pulp Fiction
2,430,3.0,1298923247,Batman
2,129,3.0,1298921840,The Silence of the Lambs
2,3874,3.0,1298861675,The Indian in the Cupboard
2,2773,4.0,1298861658,Young Guns
2,2408,4.0,1298861733,Stir of Echoes
2,3523,3.0,1298861761,Major Payne
2,1663,2.5,1298861589,The Flintstones
2,272,2.0,1298923260,Beauty and the Beast
2,1058,3.5,1298932787,Twister
2,313,4.0,1298863157,Trainspotting
2,3184,3.0,1298861687,Bound
2,673,5.0,1298932770,The Princess Bride
2,110,3.0,1298921795,Return of the Jedi
2,2745,4.0,1298861628,Harold and Maude
2,3239,3.0,1298861968,Encino Man
2,2577,3.5,1298861637,Heavenly Creatures
2,369,3.0,1298924017,Ghostbusters
2,2110,3.5,1298861650,Fahrenheit 9/11
3,78,5.0,949949538,The Lion King
3,2545,3.0,949919845,White Men Can't Jump
3,545,5.0,949918743,Rain Man
3,2955,5.0,949896070,The Dark Crystal
3,2356,4.0,949982239,An American Tail
3,215,5.0,949896159,A Clockwork Orange
3,3208,5.0,949896377,Pete's Dragon
3,1485,5.0,949919681,Four Weddings and a Funeral
3,2666,4.0,949896114,Legend
3,2782,5.0,949896377,Bedknobs and Broomsticks
3,1931,5.0,949811603,Sixteen Candles
3,644,5.0,949949538,Alice in Wonderland
3,4602,4.0,949778802,Only You
3,2283,4.0,949919738,A League of Their Own
3,1150,5.0,949949638,The Fox and the Hound
3,6160,5.0,949918970,Agnes of God
3,166,5.0,949896244,Die Hard
3,232,5.0,949896244,Aliens
3,572,3.0,949810688,Batman Returns
3,989,5.0,949896070,The NeverEnding Story
3,130,5.0,949810582,Star Wars: Episode I - The Phantom Menace
3,659,4.0,949811346,Batman Forever
3,1238,5.0,949919372,Willy Wonka & the Chocolate Factory
3,689,5.0,949896070,Beetlejuice
3,1709,5.0,949810261,Live and Let Die
3,604,5.0,949896377,Grease
3,978,5.0,949810261,Superman
3,2154,5.0,949810582,Clear and Present Danger
3,1915,3.0,949810618,Star Trek: Generations
3,125,5.0,949810261,Alien
3,897,3.0,949810534,True Lies
3,580,5.0,949949396,The Wizard of Oz
3,1990,5.0,949810261,The French Connection
3,2071,5.0,949811490,This Is Spinal Tap
3,369,5.0,949811523,Ghostbusters
3,3897,2.0,949982238,The Transformers: The Movie
3,1239,3.0,949895907,Lethal Weapon 3
3,2541,4.0,949896275,Fatal Attraction
3,3468,5.0,949895732,Hard Boiled
3,4946,4.0,949919454,Herbie Rides Again
3,7259,4.0,949919322,The Shaggy Dog
3,1828,3.0,949896015,RoboCop 2
3,98,5.0,949810582,Jurassic Park
3,985,4.0,949896497,Austin Powers: The Spy Who Shagged Me
3,329,5.0,949810261,Jaws
3,8038,3.0,949918671,It Came from Hollywood
3,237,5.0,949918743,Indiana Jones and the Last Crusade
3,546,5.0,949949638,Cinderella
3,239,5.0,949895708,GoodFellas
3,1169,4.0,949919763,The Addams Family
3,697,5.0,949918807,Who Framed Roger Rabbit
3,842,5.0,949949638,Mary Poppins
3,441,5.0,949779173,Apocalypse Now
3,858,4.0,949810645,GoldenEye
3,2792,1.0,949895993,Dick Tracy
3,299,5.0,949918994,Indiana Jones and the Temple of Doom
3,3404,4.0,949896275,Dead Ringers
3,1343,5.0,949918875,The Name of the Rose
3,2346,5.0,949919738,The Fisher King
3,187,5.0,949895732,Reservoir Dogs
3,4025,5.0,949919247,Cape Fear (1962)
3,1450,4.0,949810582,Star Trek: First Contact
3,421,5.0,949811559,The Breakfast Club
3,554,5.0,949919372,Monty Python and the Holy Grail
3,3464,5.0,949919556,The Player
3,2879,4.0,949811559,Say Anything...
3,2900,4.0,949811603,Midnight Run
3,4901,5.0,949919419,Meatballs
3,1242,5.0,949896275,The Abyss
3,3209,5.0,949919419,Up in Smoke
3,1423,4.0,949918787,Star Trek II: The Wrath of Khan
3,3927,5.0,949919656,The Commitments
3,3843,5.0,949919399,The Return of the Pink Panther
3,2560,5.0,949919681,The Birdcage
3,1503,3.0,949811346,Judge Dredd
3,4905,3.0,949896309,The Seventh Sign
3,5400,4.0,949918715,Stand and Deliver
3,21,5.0,949919763,Forrest Gump
3,131,5.0,949919978,Men in Black
3,1129,5.0,949895772,A Few Good Men
3,2049,3.0,949920004,Star Trek VI: The Undiscovered Country
3,224,5.0,949778771,E.T. the Extra-Terrestrial
3,2877,5.0,949810582,Rumble in the Bronx
3,4343,4.0,949918927,Sid & Nancy
3,37,5.0,949779042,Star Wars
3,1706,4.0,949810302,Star Trek: The Motion Picture
3,172,5.0,949779173,Raiders of the Lost Ark
3,3973,5.0,949982274,The Fly
3,753,5.0,949811602,Lethal Weapon
3,1321,5.0,949919556,Babe
3,1077,4.0,949810302,Rocky II
3,2297,3.0,949920047,The Net
3,2423,4.0,949811523,Fast Times at Ridgemont High
3,2992,3.0,949896543,Creepshow
3,1623,5.0,949811523,A Fish Called Wanda
3,3558,2.0,949778946,National Lampoon's Loaded Weapon 1
3,885,5.0,949949444,Robin Hood
3,2277,4.0,949918927,Pink Floyd: The Wall
3,6059,4.0,949918904,The Falcon and the Snowman
3,1050,4.0,949811602,When Harry Met Sally...
3,1874,5.0,949918994,Romancing the Stone
3,667,4.0,949918994,First Blood
3,1250,5.0,949896309,Poltergeist
3,62,5.0,949779173,The Empire Strikes Back
3,1547,3.0,949949538,Labyrinth
3,720,5.0,949918764,The Untouchables
3,6206,4.0,949896275,The Believers
3,1307,4.0,949811559,Trading Places
3,1845,3.0,949918904,Star Trek IV: The Voyage Home
3,3130,4.0,949811603,Fletch
3,3718,5.0,949982274,The Blob
3,798,5.0,949949444,The Aristocats
3,606,2.0,949918970,Gremlins
3,17,5.0,949895708,Pulp Fiction
3,1967,4.0,949896497,Arachnophobia
3,976,5.0,949919372,Annie Hall
3,918,5.0,949811490,Airplane!
3,52,5.0,949811523,Back to the Future
3,2165,4.0,949811559,Heathers
3,2683,3.0,949918875,Fright Night
3,1280,2.0,949895956,Lethal Weapon 4
3,599,5.0,949949444,One Hundred and One Dalmatians
3,4166,3.0,949811230,Medicine Man
3,3675,4.0,949982238,Heavy Metal
3,1716,3.0,949919883,Addams Family Values
3,708,5.0,949778771,Bambi
3,389,5.0,949919591,Groundhog Day
3,3175,4.0,949919802,Dave
3,7837,5.0,949896114,One Magic Christmas
3,882,5.0,949919189,Vertigo
3,3823,5.0,949919399,And Now for Something Completely Different
3,744,5.0,949949638,Peter Pan
3,178,5.0,949918743,The Shining
3,6251,5.0,949896183,Return from Witch Mountain
3,2989,1.0,949920135,Coneheads
3,5282,4.0,949919454,Freaky Friday
3,2756,4.0,949920028,The Rocketeer
3,151,5.0,949896244,The Terminator
3,2829,4.0,949811559,Stripes
3,3521,5.0,949811602,Better Off Dead...
3,2940,4.0,949811315,Hard Target
3,2074,4.0,949811603,National Lampoon's Vacation
3,4992,5.0,949919519,Rosencrantz & Guildenstern Are Dead
3,2907,5.0,949896114,Excalibur
3,537,5.0,949949444,The Jungle Book (1967)
3,827,5.0,949919306,Lady and the Tramp
3,185,5.0,949779091,Blade Runner
3,996,5.0,949896070,Big
3,551,4.0,949810534,Total Recall
3,5162,5.0,949896377,Tommy
3,500,4.0,949982239,The Little Mermaid
3,4598,5.0,949918648,Roger & Me
3,2742,4.0,949811738,Dangerous Liaisons
3,1938,1.0,949895864,Wild Things
3,146,5.0,949919938,Terminator 2: Judgment Day
3,1624,4.0,949896114,Dune
3,3990,2.0,949896309,Psycho II
3,1003,4.0,949920028,Demolition Man
3,4894,1.0,949896309,Psycho III
3,2155,5.0,949896244,Witness
3,347,3.0,949811230,The Lost World: Jurassic Park
3,917,5.0,949779173,Amadeus
3,110,5.0,949778714,Return of the Jedi
3,941,3.0,949810534,Dances with Wolves
3,3006,5.0,949810618,Flight of the Navigator
3,932,5.0,949811523,The Blues Brothers
3,4969,5.0,949949396,Steamboat Willie
3,208,5.0,949949486,Aladdin
3,2725,5.0,949919399,The Jerk
3,1992,5.0,949919247,The Maltese Falcon
3,2993,4.0,949982239,The Black Cauldron
3,481,5.0,949949538,Snow White and the Seven Dwarfs
3,2073,4.0,949810302,Jaws 2
3,640,5.0,949896070,The Goonies
3,1860,3.0,949896070,Willow
3,1153,5.0,949919372,Young Frankenstein
3,3923,4.0,949896183,The Black Hole
3,1257,3.0,949895772,Carlito's Way
3,374,5.0,949779173,Psycho
3,1235,5.0,949949396,Fantasia
3,2817,5.0,949810582,Mystery Men
3,4373,3.0,949896309,Dead Men Don't Wear Plaid
3,2600,5.0,949918927,The Outsiders
3,344,4.0,949810688,Armageddon
3,673,5.0,949811490,The Princess Bride
3,520,5.0,949810261,Rocky
3,1579,4.0,949810688,Cliffhanger
3,2569,5.0,949895772,Sneakers
3,2321,5.0,949811738,A Christmas Story
3,1378,4.0,949896114,Tron
3,1319,3.0,949896114,"Honey, I Shrunk the Kids"
3,777,5.0,949949538,Sleeping Beauty
3,726,5.0,949949638,Pinocchio
3,3974,5.0,949919738,Mr. Nice Guy
3,769,5.0,949811559,Ferris Bueller's Day Off
3,343,4.0,949895887,The Mask
3,333,5.0,949918693,Full Metal Jacket
3,2432,5.0,949896114,Splash
3,60,5.0,949779022,The Godfather
3,4002,4.0,949778714,The Mosquito Coast
3,1228,4.0,949919306,Some Like It Hot
3,2794,1.0,949896521,Bowfinger
3,639,4.0,949811559,Stand by Me
3,2816,5.0,949896070,Time Bandits
4,1762,4.0,1163374381,Super Size Me
4,2560,4.0,1163374242,The Birdcage
4,1896,3.5,1163374206,Bowling for Columbine
4,765,3.5,1163374354,Moulin Rouge!
4,529,4.0,1163373610,Speed
4,351,4.5,1163374340,Million Dollar Baby
4,502,4.0,1163374511,Love Actually
4,153,3.5,1163374103,Shrek
4,1645,4.0,1163374742,Napoleon Dynamite
4,532,5.0,1163373711,Pretty Woman
4,179,4.0,1163374426,"I, Robot"
4,177,3.5,1163374263,Toy Story 2
4,50,4.0,1163373626,Finding Nemo
4,230,3.5,1163373696,Cast Away
4,1032,4.5,1163375145,Miss Congeniality
4,343,4.0,1163373755,The Mask
4,1045,4.0,1163373273,Chocolat
4,1301,4.0,1163374639,Happy Gilmore
4,272,4.0,1163374190,Beauty and the Beast
4,258,4.5,1163373616,A Beautiful Mind
4,566,4.5,1163374389,The Ring (2002)
4,583,3.5,1163373636,Ace Ventura: Pet Detective
4,553,3.5,1163374198,Meet the Parents
4,922,4.0,1163374443,Road to Perdition
4,140,4.5,1163373593,Spider-Man 2
4,78,4.0,1163373752,The Lion King
4,2110,3.5,1163374118,Fahrenheit 9/11
4,787,3.5,1163374995,Panic Room
4,1430,4.5,1163373299,My Big Fat Greek Wedding
4,4608,4.0,1163374957,Grumpier Old Men
4,1255,4.5,1163374235,Almost Famous
4,63,3.0,1163373688,Harry Potter and the Chamber of Secrets
4,496,4.0,1163374533,The Pianist
4,3223,4.5,1163373208,Miracle on 34th Street
4,495,2.5,1163373238,Lost in Translation
4,1050,4.0,1163374495,When Harry Met Sally...
4,84,4.5,1163373606,Spider-Man
4,504,3.5,1163373762,Dumb and Dumber
4,1271,3.5,1163374408,The Talented Mr. Ripley
4,1125,4.5,1163375033,Legally Blonde
4,500,5.0,1163373109,The Little Mermaid
4,781,4.0,1163373251,Antz
4,745,3.5,1163375131,American Pie 2
4,528,4.0,1163374455,28 Days Later
4,183,3.0,1163373548,Ocean's Eleven (2001)
4,601,4.5,1163373718,Mrs. Doubtfire
4,256,4.0,1163374572,Bruce Almighty
4,1594,3.5,1163374491,Bend It Like Beckham
4,904,3.5,1163373148,The Patriot
4,997,4.0,1163375025,What Women Want
4,1359,4.0,1163374137,Erin Brockovich
4,1192,4.0,1163374582,The Graduate
4,1258,4.5,1163374702,Hotel Rwanda
4,626,1.5,1163373188,The Godfather: Part III
4,217,2.5,1163374239,The Godfather: Part II
4,704,4.5,1163374608,Liar Liar
4,546,4.0,1163373316,Cinderella
4,116,4.0,1163374214,The Truman Show
4,1186,4.0,1163373193,You've Got Mail
4,468,4.0,1163374275,The 40 Year Old Virgin
4,580,4.0,1163374286,The Wizard of Oz
4,2794,3.5,1163374947,Bowfinger
4,1131,4.5,1163373293,Big Daddy
4,1570,4.0,1163374601,The Wedding Singer
4,1059,5.0,1163373103,The Sound of Music
4,236,3.5,1163373743,The Sixth Sense
4,955,3.5,1163374290,Office Space
4,1080,4.5,1163374251,As Good as It Gets
4,769,3.5,1163374278,Ferris Bueller's Day Off
4,3175,4.0,1163374477,Dave
4,821,4.0,1163373276,Rush Hour
4,882,3.5,1163373135,Vertigo
4,614,4.5,1163374357,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
4,1352,4.5,1163374283,Walk the Line
4,375,4.0,1163374167,King Kong (2005)
4,1379,3.5,1163374993,The Nutty Professor
4,347,3.5,1163374562,The Lost World: Jurassic Park
4,421,4.0,1163374324,The Breakfast Club
4,388,4.0,1163374246,American Pie
4,732,4.5,1163374227,Wedding Crashers
4,266,4.0,1163374517,Mr. & Mrs. Smith (2005)
4,545,4.0,1163373675,Rain Man
4,463,3.5,1163374593,The Exorcist
4,358,4.0,1163374392,Home Alone
4,23,4.0,1163373744,Titanic
4,1089,3.5,1163374165,Jerry Maguire
4,1236,4.0,1163374952,Clueless
4,604,5.0,1163373044,Grease
4,21,4.0,1163374152,Forrest Gump
4,189,3.5,1163374177,Charlie and the Chocolate Factory
4,208,3.5,1163373551,Aladdin
4,985,4.0,1163373679,Austin Powers: The Spy Who Shagged Me
4,315,4.0,1163374144,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
4,60,2.5,1163373651,The Godfather
4,602,4.0,1163374404,Apollo 13
4,278,3.0,1163374173,One Flew Over the Cuckoo's Nest
4,877,5.0,1163374211,Crash (2004)
4,616,4.5,1163373726,There's Something About Mary
4,907,3.5,1163374127,Being John Malkovich
4,384,3.5,1163374184,A Bug's Life
5,2715,2.0,1109258194,Wag the Dog
5,2941,2.0,1109258181,Sling Blade
5,190,4.0,1108134524,Eternal Sunshine of the Spotless Mind
5,959,3.0,1108134289,Lethal Weapon 2
5,359,4.5,1108134521,Shaun of the Dead
5,1721,2.0,1109258281,The Jackal
5,1834,3.0,1108134344,The X Files
5,975,2.0,1108134263,Casper
5,1174,0.5,1108134334,Deep Impact
5,2817,3.0,1109258257,Mystery Men
5,2156,4.5,1108134309,Cool Hand Luke
5,328,4.0,1109258212,Taxi Driver
5,145,5.0,1108134539,Leon: The Professional
5,689,4.0,1109258175,Beetlejuice
5,1067,4.0,1108134293,Planet of the Apes
5,1142,4.0,1109258270,Seven Samurai
5,694,4.5,1108134545,The Iron Giant
5,1391,3.0,1109258199,Three Kings
5,140,4.0,1108134537,Spider-Man 2
5,1219,1.0,1108134337,Dogma
5,639,4.5,1109258196,Stand by Me
5,177,4.0,1109258183,Toy Story 2
5,531,3.5,1109258250,Pitch Black
5,726,4.0,1108134269,Pinocchio
5,1503,2.0,1109258228,Judge Dredd
5,864,1.5,1109258190,Chicken Run
5,1449,4.0,1108134274,Run Lola Run
5,1401,2.0,1108134271,The Rocky Horror Picture Show
5,2002,1.5,1109258217,Ghost World
5,926,1.5,1109258226,Vanilla Sky
5,1671,4.5,1108134284,The Bridge on the River Kwai
5,1974,2.0,1109258179,Chasing Amy
5,26,5.0,1108134311,The Lord of the Rings: The Two Towers
5,2502,4.0,1109258285,The 'Burbs
5,882,4.0,1108134299,Vertigo
5,1173,5.0,1108134266,Lawrence of Arabia
5,1526,3.0,1108134531,Garden State
5,2721,3.0,1109258245,Logan's Run
5,2165,4.5,1108134339,Heathers
5,58,3.5,1108134526,Harry Potter and the Prisoner of Azkaban
5,12,1.0,1109258202,The Matrix
5,20,5.0,1108134519,The Lord of the Rings: The Return of the King
5,1496,3.0,1108134534,Hero (2002)
5,955,3.5,1108134291,Office Space
6,7930,4.0,851866901,"Cry, the Beloved Country"
6,2407,2.0,851868704,Strange Days
6,78,3.0,851868020,The Lion King
6,2071,4.0,851867401,This Is Spinal Tap
6,673,3.0,851867289,The Princess Bride
6,3665,4.0,851868206,Rob Roy
6,897,4.0,851869291,True Lies
6,1972,3.0,851869140,Star Trek III: The Search for Spock
6,2544,3.0,851867289,Get Shorty
6,481,4.0,851868020,Snow White and the Seven Dwarfs
6,941,4.0,851868186,Dances with Wolves
6,529,3.0,851869291,Speed
6,3675,3.0,851868074,Heavy Metal
6,185,4.0,851869035,Blade Runner
6,218,5.0,851868188,Braveheart
6,146,3.0,851869140,Terminator 2: Judgment Day
6,151,4.0,851869062,The Terminator
6,52,3.0,851867436,Back to the Future
6,430,3.0,851868863,Batman
6,917,5.0,851868246,Amadeus
6,343,3.0,851867790,The Mask
6,1058,1.0,851866704,Twister
6,1301,3.0,851866744,Happy Gilmore
6,82,3.0,851866703,Toy Story
6,208,4.0,851868044,Aladdin
6,932,4.0,851867379,The Blues Brothers
6,1153,3.0,851867436,Young Frankenstein
6,5212,3.0,851868188,The Madness of King George
6,1474,4.0,851868332,Ben-Hur
6,110,5.0,851869034,Return of the Jedi
6,1374,3.0,851869103,Escape from New York
6,1050,3.0,851867401,When Harry Met Sally...
6,228,3.0,851866703,Independence Day
6,3843,3.0,851867553,The Return of the Pink Panther
6,433,4.0,851868019,The Nightmare Before Christmas
6,601,3.0,851867669,Mrs. Doubtfire
6,1238,3.0,851866744,Willy Wonka & the Chocolate Factory
6,2877,4.0,851866720,Rumble in the Bronx
6,172,5.0,851869035,Raiders of the Lost Ark
6,1423,4.0,851869035,Star Trek II: The Wrath of Khan
6,2852,3.0,851868750,Dangerous Minds
6,1675,2.0,851866744,Eraser
6,1321,4.0,851867861,Babe
6,2186,4.0,851868471,Field of Dreams
6,262,4.0,851868289,2001: A Space Odyssey
6,1623,4.0,851867320,A Fish Called Wanda
6,554,4.0,851867289,Monty Python and the Holy Grail
6,1529,3.0,851867688,Sleepless in Seattle
6,2277,3.0,851868471,Pink Floyd: The Wall
6,836,4.0,851867289,Life of Brian
6,3476,3.0,851868705,A Walk in the Clouds
6,2749,5.0,851868019,The Wrong Trousers
6,1508,4.0,851869080,Highlander
6,62,5.0,851869034,The Empire Strikes Back
6,2152,5.0,851868289,Glory
6,2903,4.0,851868321,The Right Stuff
6,1845,3.0,851869062,Star Trek IV: The Voyage Home
6,3226,5.0,851868044,A Grand Day Out
6,1706,3.0,851869160,Star Trek: The Motion Picture
6,3027,5.0,851868020,A Close Shave
6,1334,1.0,851869140,The Last of the Mohicans
6,37,5.0,851869062,Star Wars
6,21,3.0,851868188,Forrest Gump
6,1663,3.0,851867941,The Flintstones
6,5099,4.0,851866806,Mystery Science Theater 3000: The Movie
6,2560,4.0,851866704,The Birdcage
6,3411,3.0,851867621,"The Adventures of Priscilla, Queen of the Desert"
6,19,5.0,851868187,The Shawshank Redemption
6,858,3.0,851869035,GoldenEye
6,2049,3.0,851869102,Star Trek VI: The Undiscovered Country
6,1915,3.0,851868524,Star Trek: Generations
6,2467,3.0,851867345,Tommy Boy
6,237,3.0,851867320,Indiana Jones and the Last Crusade
6,1088,2.0,851869161,Stargate
6,98,4.0,851869161,Jurassic Park
6,1687,3.0,851867688,Raising Arizona
6,224,3.0,851868308,E.T. the Extra-Terrestrial
6,272,3.0,851868044,Beauty and the Beast
6,4726,3.0,851866744,The Truth About Cats & Dogs
6,5376,4.0,851868246,Shadowlands
6,1485,3.0,851867436,Four Weddings and a Funeral
6,2162,2.0,851866784,The Craft
6,3467,5.0,851866978,Beavis and Butt-Head Do America
6,2176,2.0,851869230,Star Trek V: The Final Frontier
6,4135,1.0,851866763,Barb Wire
6,166,3.0,851869102,Die Hard
6,5888,3.0,851866935,The Mirror Has Two Faces
7,732,3.5,1154400423,Wedding Crashers
7,639,4.0,1154464811,Stand by Me
7,26,4.0,1154464762,The Lord of the Rings: The Two Towers
7,1896,3.0,1154465385,Bowling for Columbine
7,1626,3.5,1154389356,Robin Hood: Men in Tights
7,323,4.5,1154400449,Minority Report
7,20,4.0,1154464753,The Lord of the Rings: The Return of the King
7,32,3.5,1154400398,Harry Potter and the Philosopher's Stone
7,139,5.0,1154400170,Schindler's List
7,361,5.0,1154465405,Twelve Monkeys
7,146,4.0,1154464853,Terminator 2: Judgment Day
7,50,4.0,1154389474,Finding Nemo
7,2186,3.5,1154400465,Field of Dreams
7,218,4.0,1154473268,Braveheart
7,3987,2.0,1154389420,Nell
7,15,3.5,1154464819,The Lord of the Rings: The Fellowship of the Ring
7,918,4.5,1154465558,Airplane!
7,877,4.5,1154473310,Crash (2004)
7,894,4.0,1154400407,Red Dragon
7,19,5.0,1154464714,The Shawshank Redemption
7,3389,2.5,1154389572,To Die For
7,996,3.5,1154400340,Big
7,1911,5.0,1154400236,The Count of Monte Cristo
7,178,4.0,1154465555,The Shining
7,60,5.0,1154400181,The Godfather
7,2321,3.5,1154473419,A Christmas Story
7,220,4.0,1154465373,Amélie
7,162,3.5,1154389552,Star Wars: Episode II - Attack of the Clones
7,922,4.0,1154464756,Road to Perdition
7,54,3.5,1154464808,"Monsters, Inc."
7,172,4.0,1154464730,Raiders of the Lost Ark
7,771,3.5,1154464990,L.A. Confidential
7,258,3.5,1154389449,A Beautiful Mind
7,1076,4.0,1154465526,"Crouching Tiger, Hidden Dragon"
7,64,5.0,1154464836,Se7en
7,1229,3.5,1154400198,Remember the Titans
7,227,5.0,1154400173,The Usual Suspects
7,1174,3.5,1154389528,Deep Impact
7,374,4.0,1154465573,Psycho
7,645,5.0,1154389385,The Game
7,76,5.0,1154400441,Gladiator
7,295,4.0,1154473252,Good Will Hunting
7,129,4.5,1154464833,The Silence of the Lambs
7,156,4.5,1154400266,The Green Mile
7,1459,3.5,1154400351,National Lampoon's Christmas Vacation
7,2941,0.5,1154474527,Sling Blade
7,2348,3.0,1154400308,Fallen
7,2142,4.5,1154400414,My Cousin Vinny
7,196,4.0,1154464850,Life Is Beautiful
7,257,5.0,1154473217,American History X
7,814,3.5,1154389340,Enemy of the State
7,2432,3.0,1154389460,Splash
7,12,5.0,1154464738,The Matrix
7,2794,2.5,1154389541,Bowfinger
7,286,4.5,1154464873,Snatch
7,1988,2.5,1154400334,The Score
7,37,3.5,1154464829,Star Wars
7,720,4.5,1154464735,The Untouchables
7,3316,2.0,1154400357,Rudy
7,183,4.5,1154400383,Ocean's Eleven (2001)
